user_id,monthly_income,monthly_expense_total,savings_rate,debt_to_income_ratio,discretionary_spending,essential_spending,investment_amount,transaction_count,expense_ratio,lifestyle_ratio,Cluster,PCA_x,PCA_y
1000,-1.3994819404167045,0.1231173848166186,0.9647122606888878,0.9422801143535464,-0.263149895371118,-0.5194630722949597,0.4922048413281828,0.8893092874114682,1.112123988635619,-0.0425236321869959,1,0.6593892618246135,1.336381843136677
1001,0.5652139486780046,-0.6854447028583939,-1.1675244671192266,-0.2204572596128624,-0.840377358312576,-0.4377709175355421,-1.534457016429586,-0.1558229382907369,-0.8541982491499477,-0.5157577195085892,3,-1.1749360931261017,-0.6852387575873784
1002,1.0440966356062356,-1.2604958484858082,-0.374134056772021,-1.419530176515721,-0.2789688393487524,-1.0256128195238388,1.3032223023398763,1.5425169284753464,-1.3891224033038538,0.2297309438945256,0,-0.4667950686275027,-2.0399991830919504
1003,0.3931976811126514,0.2522789199943322,-0.0022323019217685,0.4335825132432424,0.432921484008371,0.1833435002550537,-0.2187979693394603,0.98729043357105,-0.174271456763882,0.108439041983868,0,0.0009384006289755,-0.2939028767942332
1004,-0.6936646109477524,0.9682689536792404,-2.159262480053233,-2.4005898357998787,-2.160439219234074,-1.0956866886350267,1.5376734712152202,-0.6130682870354518,1.1150413552255125,-1.3343085424665544,1,-0.1736428720704141,2.286223227644971
1005,1.6756648763941886,0.190266778827866,-0.9691768645324252,-0.4384705172315642,1.7939435611143808,0.5087031853988145,-0.8316559595398915,-1.26627592809933,-0.8122251986154269,0.8269846144000621,2,0.6175064793322019,-1.8678250771414484
1006,0.1207876763002083,-0.1198711903176674,2.3035585781497976,-2.61860309341858,-1.997254323464794,-0.802723812688736,1.591027366905449,-1.200955163992942,-0.2625065949852148,-1.2843548750212417,3,-1.2268347885526596,0.6558923343249752
1007,0.5263887550378874,-3.313663864235919,-1.2666982684126271,-0.3294638884222133,-0.0024022302852333,-0.1633452764518753,-0.6152231512958948,0.4973847027731412,-2.4866600605960345,-0.0267538033513696,0,-1.7332043387096796,-3.2188235788505914
1009,-0.2738022651055609,-0.0230357164054819,0.3101651721524435,0.0847613010533194,-0.7473306830501917,0.8006620333763992,0.9696998972856132,-0.2211437023971248,0.0492289995484319,-0.8735209843282212,3,-1.062036914816476,0.7762715047082771
1010,0.8321201484608022,0.1773744102908269,0.5928105058386357,0.1065626268151896,-0.8606745519808485,-1.0230507274275311,-0.926486081589072,1.2159131079434071,-0.4514657180065515,-0.2614531828652991,3,-0.6440105219002219,-0.3451087538998663
1011,-0.9108035135226858,2.1008764068769925,-2.4567838839334355,0.1065626268151896,0.6232407884665596,-2.056198108333923,-2.5546404468457458,2.065083041326449,2.2315659043273097,2.0217157535790777,1,3.60967816073426,1.5026506222755114
1012,1.55095059442237,-1.2300995520901383,-2.605544585873537,0.8696090284806454,-0.3917450428256669,1.015477198722225,0.6110877749748705,0.1054601181348143,-1.5348412023265476,-0.7226892694990996,0,-2.1662058199160983,-1.680002190295821
1013,-0.4224123073992687,-0.6264276513038817,-1.1179375664725264,-1.1651813759605698,0.7619529957855915,-0.4920300455852593,0.9823552458611216,0.9764036395533184,-0.2911566863983692,0.7191311379103457,2,1.0123788646343226,-0.8508670775468349
1014,-0.0469039030832325,-0.0907838253457343,2.006037174269596,-1.092510290087669,0.8883405553644733,-0.968713566115998,-0.5198936996773307,-0.6130682870354518,-0.1433030105289774,1.1660542314759597,2,1.472380889557231,-0.8882006566313375
1015,1.2803357194261848,-0.8290393279365038,1.3366140155391406,-0.2749605740175385,-0.4645575983590835,0.0079247276916354,-0.9112193456060256,-0.6130682870354518,-1.2244036668050429,-0.4257624211447938,3,-1.467584882939195,-1.3362543106450555
1016,0.0637441195704315,-0.4798273318453391,-1.7129803742329306,-0.5474771460409145,1.602312318718654,-0.8483992819386419,0.8576822140162701,1.281233872049795,-0.4723594775753462,1.650413422170128,2,1.911693505911341,-1.7577646599420695
1017,-1.0177161544702598,-0.6809010140550701,-1.296450408800648,-0.416669191469694,-0.147936514879468,0.4146522960401532,-0.1058049998048121,0.1577167294199243,0.0805729217083458,-0.3719954613743007,0,-0.2798078293655989,0.4300695162048515
1018,-0.2147277551899767,0.9678735473116534,2.0804175252396457,0.1883175984222028,-0.1253774897477276,-0.30939753148503,-0.3021435112928348,0.5463752758529321,0.7108245101678976,-0.0446965319557395,1,0.4193590212284843,0.9944535312828018
1019,2.2445963138669613,-0.572079727814136,0.9647122606888886,1.3601388581227245,-1.111242083262945,-0.9259903552714828,-0.1585597000117817,1.1179319617838257,-1.398396018438559,-0.5173166759413603,0,-1.875937254914139,-1.727747586690426
1020,0.686355607380407,1.078430076669195,0.9647122606888878,-0.7218877521358765,0.1589964115229356,0.0529004986939196,0.5162236560188378,0.118524270956092,0.1736508960725715,-0.0160225331018807,3,0.2692533038017788,0.2623365399416682
1021,-0.7657721412514584,-1.1733246515855462,-1.8617410761730315,1.3056355437180482,-1.5405863881104582,0.394735606515863,-0.0617960038854162,0.0727997360816204,-0.4892123778088618,-1.265887812200879,0,-1.9947762553306123,0.4355250581823918
1023,0.4090414338839603,0.3412746420620169,-0.159257487302986,-1.0319510518602522,-0.3134408496434482,0.4285803662381489,-0.9026599160372426,-0.1558229382907369,-0.1263208995972038,-0.4838030811491096,3,-0.6178558132939443,0.273884475553327
1024,-0.638679469740622,0.2657969698716528,-1.2171113677659269,-1.23785246183347,-1.943086424389865,-0.9377647074433448,-0.6888477026963903,0.9110828754469305,0.5296245665355326,-1.1996574851651642,1,-0.8219164065827425,1.5851030188923594
1025,-0.4087365675499141,-0.1472375528620948,0.4192563535751846,0.8332734855441954,-0.0673683877691379,1.2008928991605754,-0.6750152112211456,-1.7670684529149698,0.0507384108867653,-0.5900137923352223,3,-0.8298030586344856,0.5733070428712771
1026,1.5259397120560214,-0.5476917902454811,-0.0766126528918191,0.2155692556245405,-0.1832982882112905,0.3918223647413822,0.8533794804928649,2.195724569539225,-1.1551823935411816,-0.3862157855159627,0,-1.4409568761923728,-1.3638808124513564
1027,-1.0768700280198265,-0.6332995412785014,-0.2997537058019704,1.0876222860993472,0.123543811718515,0.2443069860491688,1.5841270572179131,0.2850922194273808,0.1662896723623064,-0.1254905429227814,0,0.0519155333105344,0.2693832201362151
1028,-2.1162917630622835,-2.479974535132549,1.7085157703893927,-0.8199937180642918,-1.0234810041142994,1.033775998618187,-1.1773513820537045,-0.8416909614078092,-0.7175524852899983,-1.0984147670056603,3,-1.9322275603818264,0.3213779143099619
1029,1.1917243324748767,0.4145818716369416,-0.7832259871072993,-0.4929738316362396,-0.5758389494744743,-0.7165750916433563,-0.1148471146239982,0.61169603995932,-0.4833374176156454,-0.1852799477338436,0,-0.4206871373153201,-0.5136192413162717
1030,-0.8091198022883299,1.7130418439840336,2.0804175252396457,-0.220457259612863,-1.6790589144601318,0.928587161689588,-1.4622879576036745,0.8893092874114682,1.809425243967688,-1.4634967204332046,1,-1.0264429842486842,3.4749860646131583
1031,-0.1038567585170296,0.2541150599081848,-0.3369438812869957,1.2511322293133735,-0.7839261826348143,0.0038474897617242,-0.1387511897540296,0.0074789719752325,0.131205573726344,-0.644928697575372,0,-0.7532595175197577,0.6719701819313527
1032,-1.7972726297783723,-1.0752729622254704,-0.746035811622274,1.6326554301461011,-2.108630285489142,0.2585805701897631,-0.0044899677736887,0.0401393540284264,0.4107957406380826,-1.6092765422801103,0,-1.9091746394661404,1.7521507921761204
1033,0.460312860916819,3.574060544689865,1.113472962628989,-2.4005898357998787,2.4324284339086244,0.3726391878781661,0.0234937361785344,-0.4171059947162883,1.8946345836751368,1.3203296745670832,1,3.4482582528401267,1.4690242266875873
1034,-0.0020118005342658,-0.2493220841781752,0.0225611484015813,-0.4748060601680141,0.120617180934774,-0.9139472218644752,-0.2503088523775366,-1.7452948648795077,-0.2787267602154623,0.4906072660152119,2,0.6730659578841707,-0.6464712042074356
1035,-0.6056541200823065,0.5798526434868441,0.5184301548685851,0.2428209128268783,-0.6272505174017861,0.544689524639841,-0.2758490286498006,0.8239885233050804,0.7412447232001855,-0.7230982466766267,1,-0.5149412837211527,1.5253442106088335
1036,1.0307887399016868,-1.965034247179944,-1.514632771646129,-0.6201482319138155,-1.4459628643654547,-0.2718982140010054,0.5862062887728563,-0.0905021741843491,-1.7954761607468703,-1.0218549897615172,0,-2.384031861078539,-1.7030420880769424
1037,-0.2515386242152139,-0.1178805237774013,0.4192563535751846,0.9786156572899962,0.3755998879682042,1.0089700917229738,-0.482125260971882,0.5300450848263352,-0.0330851025294514,-0.2692485466559281,3,-0.5282226507828764,0.2022902559647076
1038,-0.8994960852905746,0.0161849593385484,-0.6220685600055227,-0.583812688977365,-1.103597521819208,-1.3924038315109315,-1.103036268482786,1.259460284014333,0.5493669232812701,-0.2758813140835644,1,0.1905397706069901,0.9626327605743802
1039,0.7474202548986086,0.1975083207323369,-0.5228947587121222,1.142125600504022,0.6581711360535369,1.646467159313815,-1.386559847591736,2.1630641874860306,-0.3973001228839601,-0.3274179769948482,0,-1.0933247985400991,-0.2415729324388007
1040,-0.7494862196622498,-0.0826999618306183,0.6176039561619856,-1.9645633205624755,0.4933841622259159,1.3632541059133725,0.3959298507378093,-0.3517852306099004,0.3491371746031508,-0.3248099885585483,3,0.0002813719097891,0.7359102152303051
1041,-0.3952724640578456,0.512479034370603,-1.192317917442577,-0.056947316398836,1.4983160075929634,0.1901193884894498,0.2211007572534576,1.4771961643689586,0.522852538175099,0.8186306580462773,2,1.5281023751334408,0.0094114446937564
1042,0.8554190438655388,1.3331199533435956,0.4812399793835598,0.1883175984222028,0.3951149647890972,0.3104011588077157,-0.0490312277659794,0.2687620284007839,0.2283176025911484,0.0245872996155122,1,0.2298312754353935,0.2900710391581606
1043,-0.2932146099775741,-0.1037186129566915,-0.7088456361372487,-0.1659539452081875,0.475042260676091,-1.4009463060892289,-0.8740086686536107,1.2322432989700045,0.0044224041454997,1.1731339704272972,2,1.4435835350974535,-0.6790434789576762
1044,-1.0389342109763993,-1.0133877752873723,-0.374134056772021,0.4117811874813722,0.2462049629632718,-0.5206179645698428,0.1116774629382276,-0.4562984531801211,-0.1765054078201127,0.3455355228391529,0,0.4759260476670851,-0.4095197080372315
1045,0.31040521420936,0.6198386805216978,-0.2253733548319203,-0.8900694080131604,0.3839346585191905,0.19978064947625,0.1234810675795787,-0.3797798437983525,0.1116617131735927,0.0679102197492033,3,0.3864705498609939,0.1081053318977784
1046,1.4691279475270822,0.201277558443283,-1.4154589703527285,1.2693000007815978,-1.3864715248132031,-0.4812354443673146,-0.3271206137953696,-0.199370114361662,-0.7235654690200404,-0.9099886002611706,0,-1.658184313912373,-0.3825070291308343
1047,-0.2311239040486049,-0.2494735808707374,0.2766940142159207,-0.4384705172315642,-0.4899038608687019,-0.7624033760309857,-0.1806231613568006,-0.686554146655138,-0.1396557407760342,-0.0935582597319576,3,0.0073023783113475,-0.03950744797893
1048,0.5222013785401675,-0.5349878835939893,0.1019001894363018,0.1065626268151896,0.2130684382101212,0.0345626821670498,0.047805774190785,0.3406148689178101,-0.7402853411989165,0.0296920401949175,0,-0.4312777644268071,-0.983013565399086
1050,-0.8226660408428683,0.2228943185115913,0.0721480490482816,-0.2858612368984736,0.375329931507979,-1.1415598421482,0.4672681101525343,1.0330149684455217,0.6484109420042583,0.868520164315992,1,1.6270039893900805,0.2409876170455901
1051,2.715706403625839,0.8754802594187739,-0.8204161625923241,-1.092510290087669,-1.406201053027733,3.2563063561311725,3.6718292988243904,1.281233872049795,-0.8461678723351699,-1.6641558469401851,0,-3.3510225664751325,0.1668002773435258
1052,-0.9499486811791732,0.5071796800647792,-0.4485144077420716,0.1065626268151896,-1.167289585729156,-0.3806549050671006,0.9211076933612864,0.6606866130391108,0.9894009865696392,-0.7812668287766622,1,-0.1544790562350922,1.764727069452208
1053,-0.355162335391353,0.2356430681840818,-0.0766126528918191,-0.3657994313586638,-0.8034917186071516,-0.0938002994485543,-0.0599474220753603,0.3885167625958279,0.2917865400664506,-0.6230871106961566,1,-0.4689317574256891,0.8869910349585688
1054,0.8456875506510697,1.2164023564929376,-0.2253733548319203,2.7227217182396086,0.1010642597502979,-0.3505210604623086,4.12052472506516,0.0401393540284264,0.1641269873265851,0.1424104641118369,0,0.4594450409131386,-0.0513355455114825
